,movie,year,imdb,metascore,votes,genre
373,Zoolander,(2001),6.6,61.0,226862,Comedy
374,American Pie 2,(2001),6.4,,221239,Comedy
375,Blow,(2001),7.6,,220248,"Biography, Crime, Drama"
376,Scrubs,(2001–2010),8.4,,220110,"Comedy, Drama"
377,Enemy at the Gates,(2001),7.6,,219273,"Drama, History, War"
378,Bridget Jones's Diary,(2001),6.7,66.0,201325,"Comedy, Drama, Romance"
379,Planet of the Apes,(2001),5.7,,198821,"Action, Adventure, Sci-Fi"
380,Lara Croft: Tomb Raider,(2001),5.8,,181912,"Action, Adventure, Fantasy"
381,Rush Hour 2,(2001),6.6,,181600,"Action, Comedy, Crime"
382,Swordfish,(2001),6.5,,167139,"Action, Crime, Thriller"
383,K-PAX,(2001),7.4,,165147,"Drama, Sci-Fi"
384,24,(2001–2010),8.4,,161282,"Action, Crime, Drama"
385,Legally Blonde,(2001),6.3,,158616,"Comedy, Romance"
386,A Knight's Tale,(2001),6.9,,154335,"Action, Adventure, Romance"
387,Jay and Silent Bob Strike Back,(2001),6.9,,139062,Comedy
388,From Hell,(2001),6.8,,137449,"Horror, Mystery, Thriller"
389,Scary Movie 2,(2001),5.3,,135627,Comedy
390,I Am Sam,(2001),7.6,,133945,Drama
391,Spy Game,(2001),7.1,63.0,133174,"Action, Crime, Thriller"
392,Shallow Hal,(2001),5.9,,119373,"Comedy, Drama, Fantasy"
393,The Princess Diaries,(2001),6.3,,113019,"Comedy, Family, Romance"
394,The Score,(2001),6.8,71.0,111534,"Crime, Drama, Thriller"
395,Evolution,(2001),6.1,,111058,"Comedy, Sci-Fi"
396,Six Feet Under,(2001–2005),8.7,,107787,"Comedy, Drama"
397,Smallville,(2001–2011),7.5,,106902,"Adventure, Drama, Romance"
398,Ghost World,(2001),7.4,88.0,105545,"Comedy, Drama"
399,Y Tu Mamá También,(2001),7.7,88.0,104277,"Adventure, Comedy, Drama"
400,The Lord of the Rings: The Two Towers,(2002),8.7,87.0,1308304,"Adventure, Drama, Fantasy"
401,Catch Me If You Can,(2002),8.1,75.0,690060,"Biography, Crime, Drama"
402,City of God,(2002),8.6,79.0,627589,"Crime, Drama"
403,Spider-Man,(2002),7.3,73.0,624017,"Action, Adventure, Sci-Fi"
404,The Pianist,(2002),8.5,85.0,619004,"Biography, Drama, Music"
405,Star Wars: Episode II - Attack of the Clones,(2002),6.6,,558191,"Action, Adventure, Fantasy"
406,Harry Potter and the Chamber of Secrets,(2002),7.4,63.0,475874,"Adventure, Family, Fantasy"
407,The Bourne Identity,(2002),7.9,68.0,466160,"Action, Mystery, Thriller"
408,Minority Report,(2002),7.7,80.0,459418,"Action, Crime, Mystery"
409,Ice Age,(2002),7.5,,387836,"Animation, Adventure, Comedy"
410,Gangs of New York,(2002),7.5,72.0,363296,"Crime, Drama"
411,28 Days Later...,(2002),7.6,73.0,339148,"Drama, Horror, Sci-Fi"
412,Signs,(2002),6.7,,307190,"Drama, Mystery, Sci-Fi"
413,Men in Black II,(2002),6.1,,303847,"Action, Adventure, Comedy"
414,The Ring,(2002),7.1,,292057,"Horror, Mystery"
415,Equilibrium,(2002),7.5,,291353,"Action, Drama, Sci-Fi"
416,The Transporter,(2002),6.8,,264703,"Action, Crime, Thriller"
417,Insomnia,(2002),7.2,78.0,248996,"Drama, Mystery, Thriller"
418,The Wire,(2002–2008),9.3,,235856,"Crime, Drama, Thriller"
419,Phone Booth,(2002),7.1,,232471,"Crime, Thriller"
420,Panic Room,(2002),6.8,65.0,232342,"Crime, Drama, Thriller"
421,Red Dragon,(2002),7.2,,227312,"Crime, Drama, Thriller"
422,Resident Evil,(2002),6.7,,227280,"Action, Horror, Sci-Fi"
423,Road to Perdition,(2002),7.7,72.0,224628,"Crime, Drama, Thriller"
424,8 Mile,(2002),7.1,77.0,222786,"Drama, Music"
425,Firefly,(2002–2003),9.0,,220034,"Adventure, Drama, Sci-Fi"
426,Chicago,(2002),7.2,82.0,197095,"Comedy, Crime, Musical"
427,Die Another Day,(2002),6.1,,188105,"Action, Adventure, Thriller"
428,A Walk to Remember,(2002),7.4,,184743,"Drama, Romance"
429,Blade II,(2002),6.7,,182332,"Action, Horror, Sci-Fi"
430,Austin Powers in Goldmember,(2002),6.2,62.0,180376,"Action, Adventure, Comedy"
431,Hero,(2002),7.9,85.0,163529,"Action, Adventure, History"
432,xXx,(2002),5.9,,163129,"Action, Adventure, Thriller"
433,Adaptation.,(2002),7.7,83.0,162476,"Comedy, Drama"
434,25th Hour,(2002),7.7,67.0,161048,Drama
435,About a Boy,(2002),7.1,75.0,157783,"Comedy, Drama, Romance"
436,Lilo & Stitch,(2002),7.2,73.0,144805,"Animation, Adventure, Comedy"
437,Bowling for Columbine,(2002),8.0,72.0,133280,"Documentary, Crime, Drama"
438,Punch-Drunk Love,(2002),7.3,78.0,128749,"Comedy, Drama, Romance"
439,Mr. Deeds,(2002),5.8,,124409,"Comedy, Romance"
440,The Scorpion King,(2002),5.5,,119755,"Action, Adventure, Fantasy"
441,We Were Soldiers,(2002),7.2,65.0,118405,"Action, Drama, History"
442,Reign of Fire,(2002),6.2,,117804,"Action, Adventure, Fantasy"
443,The Count of Monte Cristo,(2002),7.8,61.0,117754,"Action, Adventure, Drama"
444,About Schmidt,(2002),7.2,85.0,115974,"Comedy, Drama"
445,The Hours,(2002),7.6,80.0,114541,"Drama, Romance"
446,John Q,(2002),7.1,,112984,"Crime, Drama, Thriller"
447,My Big Fat Greek Wedding,(2002),6.6,62.0,112030,"Comedy, Drama, Romance"
448,The Time Machine,(2002),5.9,,111732,"Action, Adventure, Sci-Fi"
449,Infernal Affairs,(2002),8.1,75.0,109733,"Crime, Drama, Mystery"
450,The Lord of the Rings: The Two Towers,(2002),8.7,87.0,1308304,"Adventure, Drama, Fantasy"
451,Catch Me If You Can,(2002),8.1,75.0,690060,"Biography, Crime, Drama"
452,City of God,(2002),8.6,79.0,627589,"Crime, Drama"
453,Spider-Man,(2002),7.3,73.0,624017,"Action, Adventure, Sci-Fi"
454,The Pianist,(2002),8.5,85.0,619004,"Biography, Drama, Music"
455,Star Wars: Episode II - Attack of the Clones,(2002),6.6,,558191,"Action, Adventure, Fantasy"
456,Harry Potter and the Chamber of Secrets,(2002),7.4,63.0,475874,"Adventure, Family, Fantasy"
457,The Bourne Identity,(2002),7.9,68.0,466160,"Action, Mystery, Thriller"
458,Minority Report,(2002),7.7,80.0,459418,"Action, Crime, Mystery"
459,Ice Age,(2002),7.5,,387836,"Animation, Adventure, Comedy"
460,Gangs of New York,(2002),7.5,72.0,363296,"Crime, Drama"
461,28 Days Later...,(2002),7.6,73.0,339148,"Drama, Horror, Sci-Fi"
462,Signs,(2002),6.7,,307190,"Drama, Mystery, Sci-Fi"
463,Men in Black II,(2002),6.1,,303847,"Action, Adventure, Comedy"
464,The Ring,(2002),7.1,,292057,"Horror, Mystery"
465,Equilibrium,(2002),7.5,,291353,"Action, Drama, Sci-Fi"
466,The Transporter,(2002),6.8,,264703,"Action, Crime, Thriller"
467,Insomnia,(2002),7.2,78.0,248996,"Drama, Mystery, Thriller"
468,The Wire,(2002–2008),9.3,,235856,"Crime, Drama, Thriller"
469,Phone Booth,(2002),7.1,,232471,"Crime, Thriller"
470,Panic Room,(2002),6.8,65.0,232342,"Crime, Drama, Thriller"
471,Red Dragon,(2002),7.2,,227312,"Crime, Drama, Thriller"
472,Resident Evil,(2002),6.7,,227280,"Action, Horror, Sci-Fi"
473,Road to Perdition,(2002),7.7,72.0,224628,"Crime, Drama, Thriller"
474,8 Mile,(2002),7.1,77.0,222786,"Drama, Music"
475,Firefly,(2002–2003),9.0,,220034,"Adventure, Drama, Sci-Fi"
476,Chicago,(2002),7.2,82.0,197095,"Comedy, Crime, Musical"
477,Die Another Day,(2002),6.1,,188105,"Action, Adventure, Thriller"
478,A Walk to Remember,(2002),7.4,,184743,"Drama, Romance"
479,Blade II,(2002),6.7,,182332,"Action, Horror, Sci-Fi"
480,Austin Powers in Goldmember,(2002),6.2,62.0,180376,"Action, Adventure, Comedy"
481,Hero,(2002),7.9,85.0,163529,"Action, Adventure, History"
482,xXx,(2002),5.9,,163129,"Action, Adventure, Thriller"
483,Adaptation.,(2002),7.7,83.0,162476,"Comedy, Drama"
484,25th Hour,(2002),7.7,67.0,161048,Drama
485,About a Boy,(2002),7.1,75.0,157783,"Comedy, Drama, Romance"
486,Lilo & Stitch,(2002),7.2,73.0,144805,"Animation, Adventure, Comedy"
487,Bowling for Columbine,(2002),8.0,72.0,133280,"Documentary, Crime, Drama"
488,Punch-Drunk Love,(2002),7.3,78.0,128749,"Comedy, Drama, Romance"
489,Mr. Deeds,(2002),5.8,,124409,"Comedy, Romance"
490,The Scorpion King,(2002),5.5,,119755,"Action, Adventure, Fantasy"
491,We Were Soldiers,(2002),7.2,65.0,118405,"Action, Drama, History"
492,Reign of Fire,(2002),6.2,,117804,"Action, Adventure, Fantasy"
493,The Count of Monte Cristo,(2002),7.8,61.0,117754,"Action, Adventure, Drama"
494,About Schmidt,(2002),7.2,85.0,115974,"Comedy, Drama"
495,The Hours,(2002),7.6,80.0,114541,"Drama, Romance"
496,John Q,(2002),7.1,,112984,"Crime, Drama, Thriller"
497,My Big Fat Greek Wedding,(2002),6.6,62.0,112030,"Comedy, Drama, Romance"
498,The Time Machine,(2002),5.9,,111732,"Action, Adventure, Sci-Fi"
499,Infernal Affairs,(2002),8.1,75.0,109733,"Crime, Drama, Mystery"
500,The Lord of the Rings: The Two Towers,(2002),8.7,87.0,1308304,"Adventure, Drama, Fantasy"
501,Catch Me If You Can,(2002),8.1,75.0,690060,"Biography, Crime, Drama"
502,City of God,(2002),8.6,79.0,627589,"Crime, Drama"
503,Spider-Man,(2002),7.3,73.0,624017,"Action, Adventure, Sci-Fi"
504,The Pianist,(2002),8.5,85.0,619004,"Biography, Drama, Music"
505,Star Wars: Episode II - Attack of the Clones,(2002),6.6,,558191,"Action, Adventure, Fantasy"
506,Harry Potter and the Chamber of Secrets,(2002),7.4,63.0,475874,"Adventure, Family, Fantasy"
507,The Bourne Identity,(2002),7.9,68.0,466160,"Action, Mystery, Thriller"
508,Minority Report,(2002),7.7,80.0,459418,"Action, Crime, Mystery"
509,Ice Age,(2002),7.5,,387836,"Animation, Adventure, Comedy"
510,Gangs of New York,(2002),7.5,72.0,363296,"Crime, Drama"
511,28 Days Later...,(2002),7.6,73.0,339148,"Drama, Horror, Sci-Fi"
512,Signs,(2002),6.7,,307190,"Drama, Mystery, Sci-Fi"
513,Men in Black II,(2002),6.1,,303847,"Action, Adventure, Comedy"
514,The Ring,(2002),7.1,,292057,"Horror, Mystery"
515,Equilibrium,(2002),7.5,,291353,"Action, Drama, Sci-Fi"
516,The Transporter,(2002),6.8,,264703,"Action, Crime, Thriller"
517,Insomnia,(2002),7.2,78.0,248996,"Drama, Mystery, Thriller"
518,The Wire,(2002–2008),9.3,,235856,"Crime, Drama, Thriller"
519,Phone Booth,(2002),7.1,,232471,"Crime, Thriller"
520,Panic Room,(2002),6.8,65.0,232342,"Crime, Drama, Thriller"
521,Red Dragon,(2002),7.2,,227312,"Crime, Drama, Thriller"
522,Resident Evil,(2002),6.7,,227280,"Action, Horror, Sci-Fi"
523,Road to Perdition,(2002),7.7,72.0,224628,"Crime, Drama, Thriller"
524,8 Mile,(2002),7.1,77.0,222786,"Drama, Music"
525,Firefly,(2002–2003),9.0,,220034,"Adventure, Drama, Sci-Fi"
526,Chicago,(2002),7.2,82.0,197095,"Comedy, Crime, Musical"
527,Die Another Day,(2002),6.1,,188105,"Action, Adventure, Thriller"
528,A Walk to Remember,(2002),7.4,,184743,"Drama, Romance"
529,Blade II,(2002),6.7,,182332,"Action, Horror, Sci-Fi"
530,Austin Powers in Goldmember,(2002),6.2,62.0,180376,"Action, Adventure, Comedy"
531,Hero,(2002),7.9,85.0,163529,"Action, Adventure, History"
532,xXx,(2002),5.9,,163129,"Action, Adventure, Thriller"
533,Adaptation.,(2002),7.7,83.0,162476,"Comedy, Drama"
534,25th Hour,(2002),7.7,67.0,161048,Drama
535,About a Boy,(2002),7.1,75.0,157783,"Comedy, Drama, Romance"
536,Lilo & Stitch,(2002),7.2,73.0,144805,"Animation, Adventure, Comedy"
537,Bowling for Columbine,(2002),8.0,72.0,133280,"Documentary, Crime, Drama"
538,Punch-Drunk Love,(2002),7.3,78.0,128749,"Comedy, Drama, Romance"
539,Mr. Deeds,(2002),5.8,,124409,"Comedy, Romance"
540,The Scorpion King,(2002),5.5,,119755,"Action, Adventure, Fantasy"
541,We Were Soldiers,(2002),7.2,65.0,118405,"Action, Drama, History"
542,Reign of Fire,(2002),6.2,,117804,"Action, Adventure, Fantasy"
543,The Count of Monte Cristo,(2002),7.8,61.0,117754,"Action, Adventure, Drama"
544,About Schmidt,(2002),7.2,85.0,115974,"Comedy, Drama"
545,The Hours,(2002),7.6,80.0,114541,"Drama, Romance"
546,John Q,(2002),7.1,,112984,"Crime, Drama, Thriller"
547,My Big Fat Greek Wedding,(2002),6.6,62.0,112030,"Comedy, Drama, Romance"
548,The Time Machine,(2002),5.9,,111732,"Action, Adventure, Sci-Fi"
549,Infernal Affairs,(2002),8.1,75.0,109733,"Crime, Drama, Mystery"
550,The Lord of the Rings: The Two Towers,(2002),8.7,87.0,1308304,"Adventure, Drama, Fantasy"
551,Catch Me If You Can,(2002),8.1,75.0,690060,"Biography, Crime, Drama"
552,City of God,(2002),8.6,79.0,627589,"Crime, Drama"
553,Spider-Man,(2002),7.3,73.0,624017,"Action, Adventure, Sci-Fi"
554,The Pianist,(2002),8.5,85.0,619004,"Biography, Drama, Music"
555,Star Wars: Episode II - Attack of the Clones,(2002),6.6,,558191,"Action, Adventure, Fantasy"
556,Harry Potter and the Chamber of Secrets,(2002),7.4,63.0,475874,"Adventure, Family, Fantasy"
557,The Bourne Identity,(2002),7.9,68.0,466160,"Action, Mystery, Thriller"
558,Minority Report,(2002),7.7,80.0,459418,"Action, Crime, Mystery"
559,Ice Age,(2002),7.5,,387836,"Animation, Adventure, Comedy"
560,Gangs of New York,(2002),7.5,72.0,363296,"Crime, Drama"
561,28 Days Later...,(2002),7.6,73.0,339148,"Drama, Horror, Sci-Fi"
562,Signs,(2002),6.7,,307190,"Drama, Mystery, Sci-Fi"
563,Men in Black II,(2002),6.1,,303847,"Action, Adventure, Comedy"
564,The Ring,(2002),7.1,,292057,"Horror, Mystery"
565,Equilibrium,(2002),7.5,,291353,"Action, Drama, Sci-Fi"
566,The Transporter,(2002),6.8,,264703,"Action, Crime, Thriller"
567,Insomnia,(2002),7.2,78.0,248996,"Drama, Mystery, Thriller"
568,The Wire,(2002–2008),9.3,,235856,"Crime, Drama, Thriller"
569,Phone Booth,(2002),7.1,,232471,"Crime, Thriller"
570,Panic Room,(2002),6.8,65.0,232342,"Crime, Drama, Thriller"
571,Red Dragon,(2002),7.2,,227312,"Crime, Drama, Thriller"
572,Resident Evil,(2002),6.7,,227280,"Action, Horror, Sci-Fi"
573,Road to Perdition,(2002),7.7,72.0,224628,"Crime, Drama, Thriller"
574,8 Mile,(2002),7.1,77.0,222786,"Drama, Music"
575,Firefly,(2002–2003),9.0,,220034,"Adventure, Drama, Sci-Fi"
576,Chicago,(2002),7.2,82.0,197095,"Comedy, Crime, Musical"
577,Die Another Day,(2002),6.1,,188105,"Action, Adventure, Thriller"
578,A Walk to Remember,(2002),7.4,,184743,"Drama, Romance"
579,Blade II,(2002),6.7,,182332,"Action, Horror, Sci-Fi"
580,Austin Powers in Goldmember,(2002),6.2,62.0,180376,"Action, Adventure, Comedy"
581,Hero,(2002),7.9,85.0,163529,"Action, Adventure, History"
582,xXx,(2002),5.9,,163129,"Action, Adventure, Thriller"
583,Adaptation.,(2002),7.7,83.0,162476,"Comedy, Drama"
584,25th Hour,(2002),7.7,67.0,161048,Drama
585,About a Boy,(2002),7.1,75.0,157783,"Comedy, Drama, Romance"
586,Lilo & Stitch,(2002),7.2,73.0,144805,"Animation, Adventure, Comedy"
587,Bowling for Columbine,(2002),8.0,72.0,133280,"Documentary, Crime, Drama"
588,Punch-Drunk Love,(2002),7.3,78.0,128749,"Comedy, Drama, Romance"
589,Mr. Deeds,(2002),5.8,,124409,"Comedy, Romance"
590,The Scorpion King,(2002),5.5,,119755,"Action, Adventure, Fantasy"
591,We Were Soldiers,(2002),7.2,65.0,118405,"Action, Drama, History"
592,Reign of Fire,(2002),6.2,,117804,"Action, Adventure, Fantasy"
593,The Count of Monte Cristo,(2002),7.8,61.0,117754,"Action, Adventure, Drama"
594,About Schmidt,(2002),7.2,85.0,115974,"Comedy, Drama"
595,The Hours,(2002),7.6,80.0,114541,"Drama, Romance"
596,John Q,(2002),7.1,,112984,"Crime, Drama, Thriller"
597,My Big Fat Greek Wedding,(2002),6.6,62.0,112030,"Comedy, Drama, Romance"
598,The Time Machine,(2002),5.9,,111732,"Action, Adventure, Sci-Fi"
599,Infernal Affairs,(2002),8.1,75.0,109733,"Crime, Drama, Mystery"
600,The Lord of the Rings: The Return of the King,(2003),8.9,94.0,1447082,"Action, Adventure, Drama"
601,Pirates of the Caribbean: The Curse of the Black Pearl,(2003),8.0,63.0,944453,"Action, Adventure, Fantasy"
602,Kill Bill: Vol. 1,(2003),8.1,69.0,878777,"Action, Crime, Thriller"
603,Finding Nemo,(2003),8.1,90.0,842524,"Animation, Adventure, Comedy"
604,X-Men 2,(2003),7.5,68.0,468991,"Action, Adventure, Sci-Fi"
605,The Matrix Reloaded,(2003),7.2,62.0,468774,"Action, Sci-Fi"
606,Oldboy,(2003),8.4,74.0,443645,"Action, Drama, Mystery"
607,The Matrix Revolutions,(2003),6.7,,406845,"Action, Sci-Fi"
608,Big Fish,(2003),8.0,,384119,"Adventure, Drama, Fantasy"
609,Mystic River,(2003),8.0,84.0,381354,"Crime, Drama, Mystery"
610,Love Actually,(2003),7.6,,376566,"Comedy, Drama, Romance"
611,Lost in Translation,(2003),7.8,89.0,366464,Drama
612,The Last Samurai,(2003),7.7,,362332,"Action, Drama, History"
613,Terminator 3: Rise of the Machines,(2003),6.3,66.0,342770,"Action, Sci-Fi"
614,Bruce Almighty,(2003),6.7,,338716,"Comedy, Drama, Fantasy"
615,The Italian Job,(2003),7.0,68.0,316698,"Action, Crime, Thriller"
616,Arrested Development,(2003– ),8.9,,248507,Comedy
617,School of Rock,(2003),7.1,82.0,238331,"Comedy, Music"
618,Underworld,(2003),7.0,,235442,"Action, Fantasy, Thriller"
619,Hulk,(2003),5.7,,235259,"Action, Sci-Fi"
620,2 Fast 2 Furious,(2003),5.9,,225041,"Action, Crime, Thriller"
621,Two and a Half Men,(2003–2015),7.1,,223031,"Comedy, Romance"
622,21 Grams,(2003),7.7,70.0,209573,"Crime, Drama, Thriller"
623,Identity,(2003),7.3,64.0,205092,"Mystery, Thriller"
624,Bad Boys II,(2003),6.6,,202088,"Action, Comedy, Crime"
625,Old School,(2003),7.1,,200944,Comedy
626,Daredevil,(2003),5.3,,194617,"Action, Adventure, Crime"
627,Anger Management,(2003),6.2,,188501,Comedy
628,Master and Commander: The Far Side of the World,(2003),7.4,81.0,186633,"Action, Adventure, Drama"
629,How to Lose a Guy in 10 Days,(2003),6.4,,185689,"Comedy, Romance"
630,Elf,(2003),6.9,64.0,184973,"Comedy, Family, Fantasy"
631,Avatar: The Last Airbender,(2003–2008),9.2,,179992,"Animation, Action, Adventure"
632,American Wedding,(2003),6.3,,179354,Comedy
633,The League of Extraordinary Gentlemen,(2003),5.8,,154949,"Action, Adventure, Fantasy"
634,Once Upon a Time in Mexico,(2003),6.4,,142967,"Action, Thriller"
635,Final Destination 2,(2003),6.2,,136998,"Horror, Thriller"
636,Johnny English,(2003),6.2,,131884,"Action, Adventure, Comedy"
637,Cold Mountain,(2003),7.2,73.0,130102,"Adventure, Drama, History"
638,S.W.A.T.,(2003),6.0,,129718,"Action, Adventure, Crime"
639,Good Bye Lenin!,(2003),7.7,68.0,127297,"Comedy, Drama, Romance"
640,Bad Santa,(2003),7.1,70.0,125723,"Comedy, Crime, Drama"
641,Scary Movie 3,(2003),5.5,,125655,Comedy
642,Dogville,(2003),8.0,,123113,"Crime, Drama"
643,The Recruit,(2003),6.6,,122844,"Action, Thriller"
644,Monster,(2003),7.3,74.0,121919,"Biography, Crime, Drama"
645,The Texas Chainsaw Massacre,(2003),6.2,,120785,Horror
646,Lara Croft Tomb Raider: The Cradle of Life,(2003),5.5,,119417,"Action, Adventure, Fantasy"
647,Matchstick Men,(2003),7.3,61.0,116509,"Comedy, Crime, Drama"
648,Freaky Friday,(2003),6.2,70.0,112572,"Comedy, Family, Fantasy"
649,Charlie's Angels: Full Throttle,(2003),4.9,,110862,"Action, Adventure, Comedy"
650,The Lord of the Rings: The Return of the King,(2003),8.9,94.0,1447082,"Action, Adventure, Drama"
651,Pirates of the Caribbean: The Curse of the Black Pearl,(2003),8.0,63.0,944453,"Action, Adventure, Fantasy"
652,Kill Bill: Vol. 1,(2003),8.1,69.0,878777,"Action, Crime, Thriller"
653,Finding Nemo,(2003),8.1,90.0,842524,"Animation, Adventure, Comedy"
654,X-Men 2,(2003),7.5,68.0,468991,"Action, Adventure, Sci-Fi"
655,The Matrix Reloaded,(2003),7.2,62.0,468774,"Action, Sci-Fi"
656,Oldboy,(2003),8.4,74.0,443645,"Action, Drama, Mystery"
657,The Matrix Revolutions,(2003),6.7,,406845,"Action, Sci-Fi"
658,Big Fish,(2003),8.0,,384119,"Adventure, Drama, Fantasy"
659,Mystic River,(2003),8.0,84.0,381354,"Crime, Drama, Mystery"
660,Love Actually,(2003),7.6,,376566,"Comedy, Drama, Romance"
661,Lost in Translation,(2003),7.8,89.0,366464,Drama
662,The Last Samurai,(2003),7.7,,362332,"Action, Drama, History"
663,Terminator 3: Rise of the Machines,(2003),6.3,66.0,342770,"Action, Sci-Fi"
664,Bruce Almighty,(2003),6.7,,338716,"Comedy, Drama, Fantasy"
665,The Italian Job,(2003),7.0,68.0,316698,"Action, Crime, Thriller"
666,Arrested Development,(2003– ),8.9,,248507,Comedy
667,School of Rock,(2003),7.1,82.0,238331,"Comedy, Music"
668,Underworld,(2003),7.0,,235442,"Action, Fantasy, Thriller"
669,Hulk,(2003),5.7,,235259,"Action, Sci-Fi"
670,2 Fast 2 Furious,(2003),5.9,,225041,"Action, Crime, Thriller"
671,Two and a Half Men,(2003–2015),7.1,,223031,"Comedy, Romance"
672,21 Grams,(2003),7.7,70.0,209573,"Crime, Drama, Thriller"
673,Identity,(2003),7.3,64.0,205092,"Mystery, Thriller"
674,Bad Boys II,(2003),6.6,,202088,"Action, Comedy, Crime"
675,Old School,(2003),7.1,,200944,Comedy
676,Daredevil,(2003),5.3,,194617,"Action, Adventure, Crime"
677,Anger Management,(2003),6.2,,188501,Comedy
678,Master and Commander: The Far Side of the World,(2003),7.4,81.0,186633,"Action, Adventure, Drama"
679,How to Lose a Guy in 10 Days,(2003),6.4,,185689,"Comedy, Romance"
680,Elf,(2003),6.9,64.0,184973,"Comedy, Family, Fantasy"
681,Avatar: The Last Airbender,(2003–2008),9.2,,179992,"Animation, Action, Adventure"
682,American Wedding,(2003),6.3,,179354,Comedy
683,The League of Extraordinary Gentlemen,(2003),5.8,,154949,"Action, Adventure, Fantasy"
684,Once Upon a Time in Mexico,(2003),6.4,,142967,"Action, Thriller"
685,Final Destination 2,(2003),6.2,,136998,"Horror, Thriller"
686,Johnny English,(2003),6.2,,131884,"Action, Adventure, Comedy"
687,Cold Mountain,(2003),7.2,73.0,130102,"Adventure, Drama, History"
688,S.W.A.T.,(2003),6.0,,129718,"Action, Adventure, Crime"
689,Good Bye Lenin!,(2003),7.7,68.0,127297,"Comedy, Drama, Romance"
690,Bad Santa,(2003),7.1,70.0,125723,"Comedy, Crime, Drama"
691,Scary Movie 3,(2003),5.5,,125655,Comedy
